2022-10-13 00:00:00,6,7.723,0.0,-3.153,-4.57,-0.913,1.0,0.902,0.921,8.454,0.0,3.494,4.963,430.91,430.82,432.99,428.91,248.79,246.8,250.01,249.55,11.57,0.0,14.21,20.51,50.05,55565.864,59398.86
2022-10-13 00:01:00,6,7.681,0.0,-3.084,-4.597,-0.915,1.0,0.901,0.924,8.395,0.0,3.421,4.977,431.0,430.95,433.13,428.94,248.85,246.96,250.14,249.43,11.48,0.0,13.89,20.56,50.03,55565.996,59399.004
2022-10-13 00:02:00,6,7.745,0.0,-3.144,-4.601,-0.912,1.0,0.899,0.921,8.489,0.0,3.496,4.996,431.62,431.65,433.46,429.75,249.2,247.48,250.37,249.75,11.59,0.0,14.16,20.62,50.05,55566.116,59399.144
2022-10-13 00:03:00,6,8.618,0.0,-3.146,-5.471,-0.932,1.0,0.908,0.944,9.251,0.0,3.467,5.794,430.94,430.86,432.83,429.13,248.81,247.0,250.03,249.39,12.67,0.0,14.18,23.82,50.02,55566.264,59399.292
2022-10-13 00:04:00,6,8.563,0.0,-3.084,-5.479,-0.928,1.0,0.897,0.944,9.228,0.0,3.44,5.805,431.24,431.33,433.13,429.28,248.98,247.18,250.31,249.46,12.57,0.0,13.89,23.81,49.99,55566.404,59399.444
2022-10-13 00:05:00,6,8.62,0.0,-3.145,-5.475,-0.927,1.0,0.896,0.943,9.301,0.0,3.511,5.806,431.55,431.53,433.39,429.72,249.16,247.39,250.43,249.66,12.64,0.0,14.14,23.8,49.99,55566.544,59399.6
2022-10-13 00:06:00,6,8.657,0.0,-3.173,-5.484,-0.932,1.0,0.903,0.948,9.284,0.0,3.513,5.787,431.04,431.16,432.83,429.12,248.86,247.13,250.15,249.31,12.65,0.0,14.16,23.8,49.98,55566.688,59399.756
2022-10-13 00:07:00,6,8.657,0.0,-3.167,-5.49,-0.93,1.0,0.906,0.942,9.314,0.0,3.496,5.827,430.6,430.73,432.27,428.79,248.61,246.89,249.85,249.08,12.73,0.0,14.25,23.95,49.98,55566.832,59399.904
2022-10-13 00:08:00,6,8.593,0.0,-3.111,-5.483,-0.928,1.0,0.902,0.942,9.257,0.0,3.448,5.82,430.68,430.86,432.49,428.7,248.66,246.77,249.95,249.26,12.65,0.0,14.05,23.9,49.96,55566.976,59400.064
2022-10-13 00:09:00,6,7.584,0.0,-3.079,-4.505,-0.915,1.0,0.904,0.922,8.293,0.0,3.407,4.888,430.01,430.2,432.04,427.79,248.27,246.32,249.58,248.9,11.38,0.0,13.84,20.28,49.97,55567.108,59400.212
