time,meter,Ptot,Pr,Py,Pb,Pfavg,Pfr,Pfy,Pfb,St,Sr,Sy,Sb,Vlavg,Vry,Vyb,Vbr,Vlnavg,Vr,Vy,Vb,Itot,Ir,Iy,Ib,freq,Energy,vah
2022-09-23 00:00:00,6,7.218,0.0,-2.712,-4.506,-0.886,1.0,0.886,0.886,8.147,0.0,3.061,5.086,436.96,435.3,439.47,436.1,252.28,250.4,253.19,253.25,11.0,0.0,12.42,20.59,50.01,51020.572,54505.364
2022-09-23 00:01:00,6,7.294,0.0,-2.738,-4.555,-0.891,1.0,0.88,0.898,8.184,0.0,3.111,5.075,436.85,435.33,439.13,436.09,252.22,250.48,253.07,253.11,11.04,0.0,12.48,20.63,50.0,51020.692,54505.496
2022-09-23 00:02:00,6,7.199,0.0,-2.672,-4.527,-0.887,1.0,0.879,0.892,8.112,0.0,3.038,5.075,436.83,435.28,439.24,435.98,252.21,250.4,253.13,253.11,10.93,0.0,12.2,20.59,49.98,51020.808,54505.632
2022-09-23 00:03:00,6,7.91,0.0,-2.646,-5.264,-0.905,1.0,0.868,0.922,8.739,0.0,3.047,5.708,437.28,436.02,439.51,436.32,252.47,250.9,253.29,253.21,11.79,0.0,12.15,23.23,49.98,51020.936,54505.772
2022-09-23 00:04:00,6,7.984,0.0,-2.709,-5.275,-0.91,1.0,0.878,0.925,8.778,0.0,3.085,5.705,437.11,435.68,439.27,436.37,252.37,250.88,253.05,253.18,11.88,0.0,12.38,23.25,49.96,51021.064,54505.912
2022-09-23 00:05:00,6,8.037,0.0,-2.76,-5.277,-0.91,1.0,0.885,0.923,8.829,0.0,3.118,5.719,436.75,435.4,438.97,435.88,252.16,250.63,252.92,252.94,11.95,0.0,12.59,23.26,49.95,51021.2,54506.064
2022-09-23 00:06:00,6,8.029,0.0,-2.752,-5.276,-0.907,1.0,0.883,0.918,8.856,0.0,3.116,5.747,436.78,435.49,439.07,435.79,252.18,250.62,253.02,252.91,11.91,0.0,12.55,23.19,49.94,51021.332,54506.208
2022-09-23 00:07:00,6,7.305,0.0,-2.759,-4.546,-0.89,1.0,0.886,0.892,8.212,0.0,3.115,5.098,437.37,436.01,439.6,436.5,252.52,250.96,253.29,253.32,11.04,0.0,12.52,20.59,49.98,51021.464,54506.36
2022-09-23 00:08:00,6,7.171,0.0,-2.675,-4.496,-0.885,1.0,0.879,0.889,8.1,0.0,3.044,5.057,437.47,436.0,439.67,436.75,252.58,250.99,253.29,253.47,10.96,0.0,12.33,20.54,49.98,51021.588,54506.496
2022-09-23 00:09:00,6,7.144,0.0,-2.631,-4.513,-0.886,1.0,0.866,0.897,8.066,0.0,3.039,5.031,437.4,436.26,439.49,436.45,252.54,251.0,253.36,253.25,10.87,0.0,12.13,20.49,50.01,51021.712,54506.628
2022-09-23 00:10:00,6,7.259,0.0,-2.651,-4.609,-0.889,1.0,0.872,0.899,8.165,0.0,3.041,5.127,437.74,436.41,439.9,436.91,252.73,251.17,253.5,253.53,11.0,0.0,12.2,20.79,50.03,51021.828,54506.764
2022-09-23 00:11:00,6,7.34,0.0,-2.743,-4.597,-0.891,1.0,0.885,0.895,8.236,0.0,3.1,5.137,437.53,436.09,439.73,436.77,252.61,251.03,253.34,253.47,11.1,0.0,12.48,20.82,50.03,51021.948,54506.9
2022-09-23 00:12:00,6,7.221,0.0,-2.738,-4.482,-0.886,1.0,0.884,0.886,8.154,0.0,3.097,5.058,437.25,435.91,439.51,436.33,252.45,250.85,253.24,253.26,11.0,0.0,12.53,20.48,50.03,51022.064,54507.036
2022-09-23 00:13:00,6,7.062,0.0,-2.713,-4.349,-0.881,1.0,0.885,0.878,8.02,0.0,3.067,4.953,437.14,435.77,439.39,436.25,252.38,250.77,253.18,253.21,10.82,0.0,12.48,19.99,50.01,51022.192,54507.176
2022-09-23 00:14:00,6,7.181,0.0,-2.831,-4.35,-0.885,1.0,0.893,0.88,8.113,0.0,3.171,4.942,436.84,435.5,439.17,435.86,252.21,250.51,253.08,253.05,10.95,0.0,12.78,20.07,50.0,51022.312,54507.3
2022-09-23 00:15:00,6,7.05,0.0,-2.638,-4.412,-0.882,1.0,0.87,0.889,7.993,0.0,3.032,4.963,437.35,435.98,439.61,436.47,252.51,250.89,253.29,253.35,10.75,0.0,12.11,20.15,49.99,51022.428,54507.44
2022-09-23 00:16:00,6,7.151,0.0,-2.668,-4.484,-0.882,1.0,0.878,0.885,8.107,0.0,3.039,5.068,437.76,436.44,439.92,436.93,252.75,251.22,253.51,253.51,10.93,0.0,12.27,20.53,49.98,51022.552,54507.576
2022-09-23 00:17:00,6,7.218,0.0,-2.732,-4.486,-0.887,1.0,0.884,0.888,8.14,0.0,3.091,5.049,436.27,434.57,438.76,435.47,251.88,249.99,252.78,252.88,10.99,0.0,12.45,20.53,49.97,51022.672,54507.712
2022-09-23 00:18:00,6,7.223,0.0,-2.722,-4.501,-0.888,1.0,0.883,0.891,8.139,0.0,3.085,5.054,436.27,434.55,438.76,435.5,251.89,250.01,252.77,252.87,10.99,0.0,12.43,20.54,49.95,51022.788,54507.844
2022-09-23 00:19:00,6,7.255,0.0,-2.744,-4.511,-0.887,1.0,0.885,0.888,8.183,0.0,3.103,5.08,436.72,435.07,439.15,435.95,252.15,250.3,253.02,253.11,11.01,0.0,12.51,20.53,49.96,51022.908,54507.98
2022-09-23 00:20:00,6,7.297,0.0,-2.788,-4.51,-0.891,1.0,0.887,0.894,8.189,0.0,3.143,5.046,436.61,435.0,438.95,435.89,252.08,250.28,252.94,253.03,11.05,0.0,12.62,20.52,49.96,51023.032,54508.116
2022-09-23 00:21:00,6,7.853,0.0,-2.623,-5.23,-0.899,1.0,0.878,0.909,8.737,0.0,2.989,5.753,437.6,435.95,439.85,437.01,252.65,251.0,253.4,253.57,11.76,0.0,12.15,23.12,50.0,51023.152,54508.256
2022-09-23 00:22:00,6,8.658,0.0,-2.654,-6.004,-0.919,1.0,0.872,0.938,9.416,0.0,3.044,6.398,437.65,436.37,440.02,436.57,252.68,251.14,253.53,253.38,12.66,0.0,12.27,25.72,50.02,51023.288,54508.408
2022-09-23 00:23:00,6,8.762,0.0,-2.675,-6.087,-0.923,1.0,0.879,0.941,9.493,0.0,3.045,6.472,437.02,435.71,439.28,436.07,252.32,250.89,253.06,253.01,12.8,0.0,12.31,26.07,50.02,51023.44,54508.568
2022-09-23 00:24:00,6,8.893,0.0,-2.723,-6.17,-0.928,1.0,0.877,0.947,9.584,0.0,3.104,6.512,437.77,436.51,439.78,437.04,252.75,251.5,253.36,253.4,12.93,0.0,12.51,26.29,50.02,51023.584,54508.728
2022-09-23 00:25:00,6,8.085,0.0,-2.726,-5.359,-0.905,1.0,0.883,0.917,8.93,0.0,3.089,5.847,437.55,436.27,439.56,436.81,252.62,251.27,253.26,253.33,11.98,0.0,12.52,23.41,50.03,51023.728,54508.88
2022-09-23 00:26:00,6,8.136,0.0,-2.731,-5.405,-0.913,1.0,0.883,0.927,8.915,0.0,3.093,5.833,437.87,436.52,440.22,436.86,252.77,251.12,253.58,253.62,12.02,0.0,12.44,23.61,50.03,51023.86,54509.028
2022-09-23 00:27:00,6,8.122,0.0,-2.729,-5.393,-0.909,1.0,0.883,0.921,8.936,0.0,3.091,5.853,438.23,437.17,440.39,437.14,253.02,251.55,253.9,253.6,12.02,0.0,12.4,23.67,50.01,51023.992,54509.176
2022-09-23 00:28:00,6,7.263,0.0,-2.74,-4.524,-0.885,1.0,0.883,0.886,8.205,0.0,3.102,5.103,438.35,436.93,440.85,437.26,253.08,251.31,254.01,253.93,10.99,0.0,12.47,20.51,50.01,51024.128,54509.324
2022-09-23 00:29:00,6,7.116,0.0,-2.588,-4.528,-0.884,1.0,0.861,0.896,8.052,0.0,3.005,5.052,438.24,436.95,440.38,437.38,253.02,251.46,253.81,253.79,10.84,0.0,11.92,20.58,50.0,51024.244,54509.456
2022-09-23 00:30:00,6,7.198,0.0,-2.696,-4.502,-0.885,1.0,0.881,0.887,8.136,0.0,3.06,5.076,437.44,435.89,439.8,436.64,252.56,250.87,253.32,253.49,10.97,0.0,12.35,20.55,49.98,51024.364,54509.592
2022-09-23 00:31:00,6,7.237,0.0,-2.737,-4.501,-0.888,1.0,0.882,0.891,8.153,0.0,3.102,5.052,437.3,435.77,439.52,436.6,252.48,250.85,253.19,253.39,11.01,0.0,12.46,20.55,49.97,51024.488,54509.728
2022-09-23 00:32:00,6,7.23,0.0,-2.719,-4.511,-0.887,1.0,0.878,0.893,8.147,0.0,3.097,5.051,437.71,436.19,440.0,436.95,252.72,251.06,253.45,253.64,10.99,0.0,12.49,20.49,49.99,51024.604,54509.864
2022-09-23 00:33:00,6,7.231,0.0,-2.721,-4.51,-0.885,1.0,0.883,0.887,8.168,0.0,3.083,5.086,438.08,436.69,440.32,437.24,252.93,251.33,253.69,253.78,10.98,0.0,12.43,20.51,49.98,51024.724,54510.0
2022-09-23 00:34:00,6,7.171,0.0,-2.667,-4.504,-0.883,1.0,0.873,0.889,8.119,0.0,3.054,5.066,438.05,436.63,440.33,437.2,252.91,251.3,253.68,253.76,10.97,0.0,12.36,20.54,49.99,51024.84,54510.132
2022-09-23 00:35:00,6,7.217,0.0,-2.688,-4.528,-0.885,1.0,0.873,0.891,8.159,0.0,3.078,5.082,438.53,437.04,440.9,437.64,253.19,251.52,253.97,254.08,10.98,0.0,12.42,20.53,50.0,51024.964,54510.268
2022-09-23 00:36:00,6,7.226,0.0,-2.733,-4.493,-0.883,1.0,0.882,0.883,8.185,0.0,3.098,5.087,438.38,436.64,440.61,437.9,253.11,251.51,253.64,254.16,11.0,0.0,12.48,20.51,50.0,51025.084,54510.404
2022-09-23 00:37:00,6,7.237,0.0,-2.744,-4.493,-0.886,1.0,0.885,0.886,8.172,0.0,3.1,5.072,438.19,436.92,440.43,437.21,252.99,251.37,253.83,253.77,10.97,0.0,12.44,20.47,50.01,51025.2,54510.54
2022-09-23 00:38:00,6,7.603,0.0,-2.719,-4.885,-0.908,1.0,0.879,0.923,8.372,0.0,3.091,5.291,437.19,435.73,439.53,436.3,252.42,250.67,253.33,253.25,11.51,0.0,12.5,22.04,50.01,51025.32,54510.68
2022-09-23 00:39:00,6,8.065,0.0,-2.8,-5.265,-0.909,1.0,0.884,0.922,8.868,0.0,3.166,5.71,437.94,436.49,440.18,437.14,252.85,251.16,253.71,253.67,11.94,0.0,12.64,23.18,50.01,51025.452,54510.82
2022-09-23 00:40:00,6,7.968,0.0,-2.694,-5.274,-0.906,1.0,0.873,0.922,8.795,0.0,3.088,5.72,437.84,436.24,440.16,437.12,252.79,251.1,253.59,253.68,11.83,0.0,12.36,23.12,49.99,51025.588,54510.964
2022-09-23 00:41:00,6,7.858,0.0,-2.586,-5.272,-0.901,1.0,0.87,0.915,8.723,0.0,2.973,5.76,437.54,435.85,439.88,436.9,252.62,250.89,253.4,253.57,11.74,0.0,11.94,23.29,49.97,51025.72,54511.116
2022-09-23 00:42:00,6,7.848,0.0,-2.624,-5.224,-0.901,1.0,0.872,0.914,8.713,0.0,3.009,5.713,437.57,435.94,440.03,436.75,252.64,250.85,253.51,253.55,11.72,0.0,12.14,23.0,49.93,51025.852,54511.256
2022-09-23 00:43:00,6,7.075,0.0,-2.639,-4.436,-0.881,1.0,0.872,0.887,8.026,0.0,3.027,5.001,437.57,436.06,439.76,436.89,252.64,251.06,253.31,253.54,10.81,0.0,12.19,20.24,49.92,51025.976,54511.396
2022-09-23 00:44:00,6,7.132,0.0,-2.73,-4.402,-0.884,1.0,0.882,0.885,8.07,0.0,3.094,4.976,437.71,436.29,439.89,436.95,252.72,251.17,253.42,253.56,10.87,0.0,12.46,20.14,49.95,51026.092,54511.528
2022-09-23 00:45:00,6,7.216,0.0,-2.76,-4.456,-0.887,1.0,0.879,0.893,8.132,0.0,3.141,4.992,438.03,436.6,440.16,437.34,252.9,251.33,253.6,253.78,10.96,0.0,12.59,20.29,49.97,51026.216,54511.668
2022-09-23 00:46:00,6,7.191,0.0,-2.691,-4.5,-0.887,1.0,0.874,0.895,8.106,0.0,3.08,5.028,438.29,436.8,440.43,437.64,253.05,251.48,253.7,253.97,10.93,0.0,12.37,20.41,49.97,51026.336,54511.804
2022-09-23 00:47:00,6,7.161,0.0,-2.648,-4.513,-0.881,1.0,0.874,0.886,8.124,0.0,3.03,5.095,438.76,437.11,441.13,438.03,253.32,251.64,254.01,254.32,10.87,0.0,12.14,20.48,50.0,51026.452,54511.936
2022-09-23 00:48:00,6,7.176,0.0,-2.705,-4.471,-0.882,1.0,0.88,0.884,8.133,0.0,3.073,5.061,438.69,437.41,440.74,437.91,253.28,251.77,254.0,254.06,10.91,0.0,12.31,20.43,50.01,51026.572,54512.072
2022-09-23 00:49:00,6,7.164,0.0,-2.681,-4.483,-0.882,1.0,0.877,0.885,8.121,0.0,3.057,5.064,438.93,437.48,441.03,438.27,253.42,251.86,254.09,254.31,10.9,0.0,12.27,20.44,50.02,51026.692,54512.208
2022-09-23 00:50:00,6,7.165,0.0,-2.672,-4.492,-0.884,1.0,0.88,0.887,8.101,0.0,3.038,5.063,438.78,437.27,440.82,438.25,253.34,251.82,253.92,254.27,10.87,0.0,12.18,20.42,50.02,51026.812,54512.344
2022-09-23 00:51:00,6,7.316,0.0,-2.807,-4.509,-0.885,1.0,0.888,0.883,8.267,0.0,3.16,5.107,439.0,437.34,441.29,438.36,253.46,251.78,254.13,254.46,11.09,0.0,12.74,20.52,50.02,51026.932,54512.48
2022-09-23 00:52:00,6,7.154,0.0,-2.754,-4.4,-0.882,1.0,0.888,0.879,8.108,0.0,3.102,5.005,438.76,437.24,441.11,437.92,253.32,251.57,254.11,254.28,10.85,0.0,12.47,20.07,50.0,51027.048,54512.612
2022-09-23 00:53:00,6,7.138,0.0,-2.709,-4.429,-0.884,1.0,0.872,0.891,8.074,0.0,3.106,4.969,439.02,437.69,441.09,438.27,253.47,251.98,254.18,254.26,10.87,0.0,12.44,20.17,50.0,51027.164,54512.748
2022-09-23 00:54:00,6,7.182,0.0,-2.767,-4.415,-0.883,1.0,0.883,0.882,8.138,0.0,3.133,5.005,439.1,437.53,441.48,438.31,253.52,251.78,254.3,254.48,10.88,0.0,12.53,20.1,49.98,51027.288,54512.884
2022-09-23 00:55:00,6,7.075,0.0,-2.643,-4.432,-0.879,1.0,0.872,0.882,8.053,0.0,3.031,5.023,438.79,437.27,441.0,438.11,253.34,251.71,254.05,254.26,10.79,0.0,12.11,20.25,49.98,51027.404,54513.024
2022-09-23 00:56:00,6,7.935,0.0,-2.743,-5.192,-0.903,1.0,0.874,0.918,8.782,0.0,3.139,5.653,438.99,437.57,441.11,438.3,253.46,251.92,254.14,254.31,11.8,0.0,12.5,22.91,49.97,51027.528,54513.16
2022-09-23 00:57:00,6,8.87,0.0,-2.814,-6.056,-0.928,1.0,0.883,0.946,9.562,0.0,3.187,6.402,438.75,437.44,441.04,437.77,253.32,251.79,254.12,254.04,12.8,0.0,12.69,25.7,49.97,51027.66,54513.304
2022-09-23 00:58:00,6,8.769,0.0,-2.646,-6.123,-0.923,1.0,0.874,0.942,9.498,0.0,3.027,6.499,438.38,437.02,440.88,437.24,253.1,251.43,254.01,253.87,12.7,0.0,12.09,26.03,49.97,51027.808,54513.46
2022-09-23 00:59:00,6,8.811,0.0,-2.715,-6.096,-0.92,1.0,0.883,0.936,9.573,0.0,3.076,6.514,438.86,437.28,441.14,438.15,253.38,251.76,254.15,254.23,12.8,0.0,12.41,26.0,50.0,51027.956,54513.62
2022-09-23 01:00:00,6,8.806,0.0,-2.674,-6.132,-0.923,1.0,0.877,0.94,9.546,0.0,3.049,6.521,439.22,437.58,441.69,438.38,253.59,251.81,254.49,254.46,12.8,0.0,12.23,26.16,50.0,51028.096,54513.776
2022-09-23 01:01:00,6,8.056,0.0,-2.671,-5.384,-0.91,1.0,0.876,0.925,8.857,0.0,3.048,5.821,438.98,437.46,441.35,438.14,253.45,251.74,254.34,254.28,11.92,0.0,12.19,23.57,49.99,51028.232,54513.932
2022-09-23 01:02:00,6,8.008,0.0,-2.645,-5.363,-0.91,1.0,0.864,0.931,8.796,0.0,3.063,5.757,438.85,437.38,441.04,438.13,253.37,251.74,254.19,254.19,11.87,0.0,12.19,23.41,50.0,51028.368,54514.08
2022-09-23 01:03:00,6,7.211,0.0,-2.753,-4.458,-0.882,1.0,0.887,0.88,8.172,0.0,3.104,5.068,439.18,437.46,441.75,438.33,253.56,251.61,254.5,254.57,10.95,0.0,12.52,20.32,50.02,51028.5,54514.22
2022-09-23 01:04:00,6,7.235,0.0,-2.737,-4.498,-0.886,1.0,0.876,0.892,8.165,0.0,3.125,5.04,438.87,437.33,441.12,438.16,253.39,251.73,254.09,254.34,10.97,0.0,12.44,20.48,50.02,51028.62,54514.356
2022-09-23 01:05:00,6,7.146,0.0,-2.639,-4.507,-0.885,1.0,0.87,0.894,8.071,0.0,3.034,5.039,438.33,436.94,440.37,437.67,253.07,251.54,253.75,253.93,10.85,0.0,12.07,20.47,49.99,51028.74,54514.492
2022-09-23 01:06:00,6,7.201,0.0,-2.695,-4.506,-0.887,1.0,0.873,0.895,8.121,0.0,3.088,5.036,437.88,436.41,440.03,437.19,252.81,251.2,253.52,253.72,10.94,0.0,12.32,20.5,49.97,51028.86,54514.624
2022-09-23 01:07:00,6,7.082,0.0,-2.58,-4.502,-0.883,1.0,0.863,0.894,8.024,0.0,2.99,5.038,438.29,436.84,440.5,437.52,253.05,251.44,253.78,253.93,10.81,0.0,11.97,20.47,49.97,51028.98,54514.76
2022-09-23 01:08:00,6,7.128,0.0,-2.654,-4.474,-0.882,1.0,0.874,0.887,8.083,0.0,3.039,5.045,437.83,436.33,440.06,437.1,252.79,251.13,253.5,253.72,10.85,0.0,12.15,20.39,49.96,51029.096,54514.896
2022-09-23 01:09:00,6,7.027,0.0,-2.702,-4.325,-0.878,1.0,0.884,0.874,8.007,0.0,3.058,4.949,437.73,436.19,439.97,437.02,252.73,251.1,253.42,253.66,10.76,0.0,12.37,19.92,50.0,51029.22,54515.032
2022-09-23 01:10:00,6,7.05,0.0,-2.685,-4.365,-0.882,1.0,0.872,0.889,7.989,0.0,3.08,4.911,437.54,436.26,439.72,436.65,252.62,251.03,253.43,253.4,10.77,0.0,12.33,19.98,50.01,51029.336,54515.164
2022-09-23 01:11:00,6,7.051,0.0,-2.715,-4.336,-0.882,1.0,0.882,0.882,7.996,0.0,3.079,4.917,437.09,435.53,439.49,436.26,252.36,250.62,253.14,253.32,10.78,0.0,12.42,19.9,50.04,51029.456,54515.304
2022-09-23 01:12:00,6,7.174,0.0,-2.709,-4.465,-0.885,1.0,0.881,0.887,8.107,0.0,3.076,5.031,437.36,435.8,439.57,436.71,252.52,250.89,253.2,253.46,10.92,0.0,12.43,20.33,50.03,51029.568,54515.436
2022-09-23 01:13:00,6,7.114,0.0,-2.632,-4.482,-0.884,1.0,0.868,0.894,8.044,0.0,3.032,5.015,438.04,436.64,440.19,437.29,252.91,251.28,253.66,253.78,10.82,0.0,12.13,20.32,50.04,51029.688,54515.572
2022-09-23 01:14:00,6,7.856,0.0,-2.657,-5.198,-0.901,1.0,0.873,0.915,8.715,0.0,3.042,5.682,437.91,436.4,440.15,437.18,252.83,251.23,253.55,253.71,11.75,0.0,12.28,22.98,50.03,51029.816,54515.708
2022-09-23 01:15:00,6,7.905,0.0,-2.73,-5.175,-0.906,1.0,0.875,0.922,8.724,0.0,3.121,5.615,437.89,436.25,440.31,437.1,252.82,251.12,253.55,253.79,11.79,0.0,12.51,22.87,50.02,51029.948,54515.852
2022-09-23 01:16:00,6,7.921,0.0,-2.727,-5.194,-0.905,1.0,0.878,0.918,8.755,0.0,3.105,5.659,436.94,435.34,439.34,436.13,252.27,250.61,252.99,253.21,11.8,0.0,12.53,22.88,49.98,51030.076,54515.996
2022-09-23 01:17:00,6,7.901,0.0,-2.733,-5.168,-0.905,1.0,0.884,0.915,8.733,0.0,3.092,5.646,436.76,435.33,439.09,435.86,252.17,250.52,252.98,253.0,11.8,0.0,12.54,22.87,49.98,51030.208,54516.144
2022-09-23 01:18:00,6,7.949,0.0,-2.736,-5.214,-0.905,1.0,0.882,0.916,8.785,0.0,3.102,5.69,436.8,435.37,439.11,435.91,252.19,250.55,252.98,253.03,11.83,0.0,12.5,23.0,49.95,51030.34,54516.288
2022-09-23 01:19:00,6,7.173,0.0,-2.726,-4.447,-0.886,1.0,0.882,0.889,8.094,0.0,3.09,5.004,436.41,434.74,438.81,435.68,251.97,250.14,252.78,252.98,10.92,0.0,12.47,20.29,49.94,51030.456,54516.42
2022-09-23 01:20:00,6,7.059,0.0,-2.642,-4.417,-0.883,1.0,0.876,0.887,7.997,0.0,3.018,4.98,436.24,434.54,438.65,435.52,251.87,249.99,252.73,252.88,10.81,0.0,12.21,20.24,49.91,51030.576,54516.56
2022-09-23 01:21:00,6,7.078,0.0,-2.643,-4.435,-0.885,1.0,0.873,0.891,8.002,0.0,3.026,4.977,436.46,434.75,438.79,435.84,252.0,250.17,252.8,253.02,10.83,0.0,12.18,20.3,49.91,51030.7,54516.696
2022-09-23 01:22:00,6,7.172,0.0,-2.748,-4.424,-0.885,1.0,0.888,0.883,8.105,0.0,3.093,5.011,437.03,435.32,439.57,436.19,252.32,250.39,253.25,253.33,10.93,0.0,12.58,20.21,49.97,51030.816,54516.832
2022-09-23 01:23:00,6,7.148,0.0,-2.694,-4.454,-0.887,1.0,0.876,0.893,8.063,0.0,3.077,4.987,436.58,434.9,438.96,435.89,252.07,250.22,252.92,253.06,10.89,0.0,12.4,20.28,49.98,51030.936,54516.964
2022-09-23 01:24:00,6,7.141,0.0,-2.713,-4.429,-0.885,1.0,0.882,0.887,8.068,0.0,3.075,4.993,436.03,434.52,438.28,435.3,251.75,250.04,252.51,252.69,10.88,0.0,12.36,20.27,50.0,51031.052,54517.096
2022-09-23 01:25:00,6,7.155,0.0,-2.722,-4.433,-0.884,1.0,0.886,0.884,8.09,0.0,3.074,5.017,436.01,434.47,438.24,435.33,251.74,250.09,252.43,252.69,10.93,0.0,12.45,20.33,49.99,51031.168,54517.232
2022-09-23 01:26:00,6,7.076,0.0,-2.63,-4.445,-0.881,1.0,0.875,0.885,8.027,0.0,3.007,5.02,436.99,435.51,439.29,436.17,252.3,250.63,253.07,253.2,10.84,0.0,12.22,20.31,49.99,51031.292,54517.36
2022-09-23 01:27:00,6,7.063,0.0,-2.625,-4.439,-0.883,1.0,0.87,0.89,8.003,0.0,3.016,4.989,437.39,436.16,439.52,436.48,252.53,250.96,253.33,253.29,10.83,0.0,12.21,20.27,50.02,51031.408,54517.496
2022-09-23 01:28:00,6,7.098,0.0,-2.659,-4.439,-0.882,1.0,0.879,0.884,8.048,0.0,3.024,5.024,438.0,436.37,440.22,437.42,252.88,251.26,253.51,253.88,10.8,0.0,12.16,20.23,50.04,51031.528,54517.628
2022-09-23 01:29:00,6,7.165,0.0,-2.709,-4.457,-0.885,1.0,0.879,0.889,8.094,0.0,3.081,5.014,437.77,436.41,439.85,437.05,252.75,251.2,253.46,253.6,10.93,0.0,12.43,20.36,50.04,51031.644,54517.764
2022-09-23 01:30:00,6,7.182,0.0,-2.723,-4.459,-0.886,1.0,0.884,0.887,8.105,0.0,3.079,5.027,437.87,436.4,439.93,437.29,252.81,251.29,253.43,253.71,10.93,0.0,12.49,20.3,50.03,51031.768,54517.9
2022-09-23 01:31:00,6,7.208,0.0,-2.764,-4.444,-0.885,1.0,0.888,0.884,8.141,0.0,3.112,5.03,437.68,436.14,440.06,436.84,252.7,250.98,253.47,253.64,10.97,0.0,12.63,20.27,50.0,51031.88,54518.032
2022-09-23 01:32:00,6,7.744,0.0,-2.71,-5.034,-0.904,1.0,0.878,0.918,8.564,0.0,3.087,5.486,437.23,435.76,439.36,436.56,252.44,250.94,253.08,253.29,11.56,0.0,12.39,22.29,49.96,51032.0,54518.168
2022-09-23 01:33:00,6,7.828,0.0,-2.658,-5.17,-0.901,1.0,0.874,0.914,8.692,0.0,3.043,5.657,437.34,435.92,439.56,436.55,252.5,250.98,253.21,253.32,11.69,0.0,12.25,22.81,49.94,51032.132,54518.312
2022-09-23 01:34:00,6,7.87,0.0,-2.677,-5.193,-0.903,1.0,0.877,0.916,8.712,0.0,3.052,5.668,437.02,435.68,439.27,436.11,252.32,250.84,253.08,253.04,11.73,0.0,12.29,22.9,49.91,51032.26,54518.46
2022-09-23 01:35:00,6,8.836,0.0,-2.755,-6.081,-0.927,1.0,0.884,0.944,9.531,0.0,3.116,6.439,436.51,435.25,438.69,435.58,252.02,250.65,252.75,252.67,12.83,0.0,12.56,25.93,49.88,51032.408,54518.62
2022-09-23 01:36:00,6,8.871,0.0,-2.756,-6.116,-0.926,1.0,0.885,0.942,9.583,0.0,3.112,6.491,436.82,435.47,439.14,435.84,252.2,250.67,253.01,252.92,12.9,0.0,12.56,26.15,49.87,51032.556,54518.772
2022-09-23 01:37:00,6,8.02,0.0,-2.65,-5.37,-0.912,1.0,0.877,0.928,8.798,0.0,3.023,5.789,437.04,435.59,439.36,436.18,252.33,250.74,253.09,253.16,11.89,0.0,12.15,23.51,49.92,51032.688,54518.924
2022-09-23 01:38:00,6,8.025,0.0,-2.639,-5.386,-0.908,1.0,0.875,0.924,8.834,0.0,3.017,5.83,437.07,435.59,439.33,436.3,252.35,250.79,253.07,253.18,11.91,0.0,12.19,23.54,49.92,51032.824,54519.068
2022-09-23 01:39:00,6,7.783,0.0,-2.541,-5.243,-0.901,1.0,0.863,0.918,8.639,0.0,2.944,5.709,437.05,435.5,439.37,436.29,252.34,250.63,253.2,253.17,11.65,0.0,11.84,23.11,49.93,51032.956,54519.216
2022-09-23 01:40:00,6,7.858,0.0,-2.623,-5.234,-0.903,1.0,0.874,0.917,8.7,0.0,3.002,5.708,437.23,435.61,439.55,436.54,252.44,250.73,253.26,253.33,11.71,0.0,12.1,23.02,49.91,51033.088,54519.36
2022-09-23 01:41:00,6,7.138,0.0,-2.647,-4.491,-0.884,1.0,0.876,0.889,8.074,0.0,3.023,5.051,438.24,436.72,440.48,437.52,253.02,251.28,253.87,253.92,10.84,0.0,12.17,20.36,49.94,51033.212,54519.492
2022-09-23 01:42:00,6,7.184,0.0,-2.708,-4.476,-0.886,1.0,0.882,0.888,8.11,0.0,3.069,5.041,438.01,436.49,440.2,437.33,252.89,251.18,253.7,253.79,10.93,0.0,12.38,20.41,49.95,51033.324,54519.632
2022-09-23 01:43:00,6,7.15,0.0,-2.689,-4.461,-0.883,1.0,0.878,0.887,8.094,0.0,3.063,5.032,437.57,436.08,439.75,436.89,252.64,250.94,253.46,253.51,10.88,0.0,12.32,20.32,49.95,51033.444,54519.768
2022-09-23 01:44:00,6,7.206,0.0,-2.726,-4.48,-0.886,1.0,0.881,0.889,8.134,0.0,3.093,5.04,437.68,436.41,439.71,436.93,252.7,251.22,253.42,253.47,10.95,0.0,12.45,20.41,49.94,51033.564,54519.9
2022-09-23 01:45:00,6,7.2,0.0,-2.701,-4.499,-0.889,1.0,0.875,0.896,8.103,0.0,3.086,5.019,437.84,436.52,439.92,437.08,252.79,251.26,253.52,253.59,10.93,0.0,12.36,20.44,49.98,51033.684,54520.036
2022-09-23 01:46:00,6,7.082,0.0,-2.646,-4.436,-0.881,1.0,0.88,0.882,8.037,0.0,3.008,5.029,437.54,436.17,439.86,436.58,252.62,250.95,253.47,253.43,10.83,0.0,12.21,20.29,50.01,51033.804,54520.172
2022-09-23 01:47:00,6,7.142,0.0,-2.679,-4.463,-0.884,1.0,0.872,0.892,8.076,0.0,3.072,5.006,437.9,436.75,440.02,436.91,252.82,251.34,253.66,253.46,10.92,0.0,12.4,20.36,50.02,51033.92,54520.304
